variavel;dominio;distinct;nchar_min;nchar_max;null;ano;mud_dom;mud_nchar
FONTESINF;NA;0;;;TRUE;2017;FALSE;FALSE
FONTESINF;NA;0;;;TRUE;2018;FALSE;FALSE
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2006;TRUE;TRUE
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2007;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2008;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2009;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2010;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2011;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2012;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2013;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2014;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2015;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2016;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2017;FALSE;
GESTACAO;1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 9.0, NA;7;3;3;FALSE;2018;FALSE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2006;TRUE;TRUE
GRAVIDEZ;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2007;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2008;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2009;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2010;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2011;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2012;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2013;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2014;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2015;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2016;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, NA;3;3;3;FALSE;2017;TRUE;
GRAVIDEZ;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2018;TRUE;
HORAOBITO;;878;2;4;FALSE;2006;FALSE;FALSE
HORAOBITO;;912;2;4;FALSE;2007;FALSE;FALSE
HORAOBITO;;920;2;4;FALSE;2008;FALSE;FALSE
HORAOBITO;;997;2;4;FALSE;2009;FALSE;FALSE
HORAOBITO;;1022;4;4;FALSE;2010;FALSE;FALSE
HORAOBITO;;1029;4;4;FALSE;2011;FALSE;FALSE
HORAOBITO;;1041;4;4;FALSE;2012;FALSE;FALSE
HORAOBITO;;1072;4;4;FALSE;2013;FALSE;FALSE
HORAOBITO;;1050;4;4;FALSE;2014;FALSE;FALSE
HORAOBITO;;1157;4;4;FALSE;2015;FALSE;FALSE
HORAOBITO;;1208;4;5;FALSE;2016;FALSE;FALSE
HORAOBITO;;1244;4;4;FALSE;2017;FALSE;FALSE
HORAOBITO;;1234;4;4;FALSE;2018;FALSE;FALSE
ID_PACIENTE;;14536;7;12;FALSE;2006;FALSE;FALSE
ID_PACIENTE;;15610;7;12;FALSE;2007;FALSE;FALSE
ID_PACIENTE;;15516;7;12;FALSE;2008;FALSE;FALSE
ID_PACIENTE;;16220;5;12;FALSE;2009;FALSE;FALSE
ID_PACIENTE;;16970;6;12;FALSE;2010;FALSE;FALSE
ID_PACIENTE;;17931;7;12;FALSE;2011;FALSE;FALSE
ID_PACIENTE;;17640;7;12;FALSE;2012;FALSE;FALSE
ID_PACIENTE;;18504;6;12;FALSE;2013;FALSE;FALSE
ID_PACIENTE;;18273;6;12;FALSE;2014;FALSE;FALSE
ID_PACIENTE;;19039;6;12;FALSE;2015;FALSE;FALSE
ID_PACIENTE;;20094;6;12;FALSE;2016;FALSE;FALSE
ID_PACIENTE;;20011;6;11;FALSE;2017;FALSE;FALSE
ID_PACIENTE;;15642;6;11;FALSE;2018;FALSE;FALSE
IDADE;;181;3;5;FALSE;2006;FALSE;FALSE
IDADE;;187;3;5;FALSE;2007;FALSE;FALSE
IDADE;;184;3;5;FALSE;2008;FALSE;FALSE
IDADE;;188;3;5;FALSE;2009;FALSE;FALSE
IDADE;;194;3;5;FALSE;2010;FALSE;FALSE
IDADE;;198;3;5;FALSE;2011;FALSE;FALSE
IDADE;;194;3;5;FALSE;2012;FALSE;FALSE
IDADE;;185;3;5;FALSE;2013;FALSE;FALSE
IDADE;;194;3;5;FALSE;2014;FALSE;FALSE
IDADE;;192;3;5;FALSE;2015;FALSE;FALSE
IDADE;;197;3;5;FALSE;2016;FALSE;FALSE
IDADE;;196;3;5;FALSE;2017;FALSE;FALSE
IDADE;;195;3;5;FALSE;2018;FALSE;FALSE
IDADEMAE;;36;4;4;FALSE;2006;FALSE;FALSE
IDADEMAE;;39;4;4;FALSE;2007;FALSE;FALSE
IDADEMAE;;33;4;4;FALSE;2008;FALSE;FALSE
IDADEMAE;;33;4;4;FALSE;2009;FALSE;FALSE
IDADEMAE;;34;4;4;FALSE;2010;FALSE;FALSE
IDADEMAE;;34;4;4;FALSE;2011;FALSE;FALSE
IDADEMAE;;34;4;4;FALSE;2012;FALSE;FALSE
IDADEMAE;;32;4;4;FALSE;2013;FALSE;FALSE
IDADEMAE;;34;4;4;FALSE;2014;FALSE;FALSE
IDADEMAE;;37;4;4;FALSE;2015;FALSE;FALSE
IDADEMAE;;33;4;4;FALSE;2016;FALSE;FALSE
IDADEMAE;;34;4;4;FALSE;2017;FALSE;FALSE
IDADEMAE;;34;4;4;FALSE;2018;FALSE;FALSE
LINHAA;;680;5;20;FALSE;2006;FALSE;FALSE
LINHAA;;672;5;20;FALSE;2007;FALSE;FALSE
LINHAA;;665;5;15;FALSE;2008;FALSE;FALSE
LINHAA;;667;5;15;FALSE;2009;FALSE;FALSE
LINHAA;;672;5;15;FALSE;2010;FALSE;FALSE
LINHAA;;703;5;20;FALSE;2011;FALSE;FALSE
LINHAA;;674;5;20;FALSE;2012;FALSE;FALSE
LINHAA;;668;5;15;FALSE;2013;FALSE;FALSE
LINHAA;;732;5;20;FALSE;2014;FALSE;FALSE
LINHAA;;726;5;15;FALSE;2015;FALSE;FALSE
LINHAA;;701;5;15;FALSE;2016;FALSE;FALSE
LINHAA;;827;5;20;FALSE;2017;FALSE;FALSE
LINHAA;;704;5;15;FALSE;2018;FALSE;FALSE
LINHAA_O;;624;5;20;FALSE;2006;FALSE;FALSE
LINHAA_O;;622;5;20;FALSE;2007;FALSE;FALSE
LINHAA_O;;631;5;15;FALSE;2008;FALSE;FALSE
LINHAA_O;;648;5;15;FALSE;2009;FALSE;FALSE
LINHAA_O;;663;5;15;FALSE;2010;FALSE;FALSE
LINHAA_O;;700;5;20;FALSE;2011;FALSE;FALSE
LINHAA_O;;666;5;20;FALSE;2012;FALSE;FALSE
LINHAA_O;;655;5;15;FALSE;2013;FALSE;FALSE
LINHAA_O;;738;5;20;FALSE;2014;FALSE;FALSE
LINHAA_O;NA;0;;;TRUE;2015;FALSE;FALSE
LINHAA_O;;686;5;20;FALSE;2016;FALSE;FALSE
LINHAA_O;;766;5;15;FALSE;2017;FALSE;FALSE
LINHAA_O;;673;5;15;FALSE;2018;FALSE;FALSE
LINHAB;;966;5;20;FALSE;2006;FALSE;FALSE
LINHAB;;1073;5;20;FALSE;2007;FALSE;FALSE
LINHAB;;1047;5;20;FALSE;2008;FALSE;FALSE
LINHAB;;1125;5;15;FALSE;2009;FALSE;FALSE
LINHAB;;1152;5;15;FALSE;2010;FALSE;FALSE
LINHAB;;1137;5;15;FALSE;2011;FALSE;FALSE
LINHAB;;1162;5;20;FALSE;2012;FALSE;FALSE
LINHAB;;1185;5;15;FALSE;2013;FALSE;FALSE
LINHAB;;1174;5;20;FALSE;2014;FALSE;FALSE
LINHAB;;1252;5;15;FALSE;2015;FALSE;FALSE
LINHAB;;1278;5;20;FALSE;2016;FALSE;FALSE
LINHAB;;1375;5;20;FALSE;2017;FALSE;FALSE
LINHAB;;1199;5;20;FALSE;2018;FALSE;FALSE
LINHAB_O;;944;5;20;FALSE;2006;FALSE;FALSE
LINHAB_O;;1052;5;20;FALSE;2007;FALSE;FALSE
LINHAB_O;;1030;5;20;FALSE;2008;FALSE;FALSE
LINHAB_O;;1107;5;15;FALSE;2009;FALSE;FALSE
LINHAB_O;;1127;5;15;FALSE;2010;FALSE;FALSE
LINHAB_O;;1132;5;15;FALSE;2011;FALSE;FALSE
LINHAB_O;;1152;5;20;FALSE;2012;FALSE;FALSE
LINHAB_O;;1180;5;15;FALSE;2013;FALSE;FALSE
LINHAB_O;;1197;5;20;FALSE;2014;FALSE;FALSE
LINHAB_O;NA;0;;;TRUE;2015;FALSE;FALSE
LINHAB_O;;1261;5;20;FALSE;2016;FALSE;FALSE
LINHAB_O;;1312;5;15;FALSE;2017;FALSE;FALSE
LINHAB_O;;1166;5;20;FALSE;2018;FALSE;FALSE
LINHAC;;786;5;15;FALSE;2006;FALSE;FALSE
LINHAC;;854;5;20;FALSE;2007;FALSE;FALSE
LINHAC;;895;5;15;FALSE;2008;FALSE;FALSE
LINHAC;;999;5;15;FALSE;2009;FALSE;FALSE
LINHAC;;1011;5;15;FALSE;2010;FALSE;FALSE
LINHAC;;1031;5;20;FALSE;2011;FALSE;FALSE
LINHAC;;1042;5;20;FALSE;2012;FALSE;FALSE
LINHAC;;1060;5;15;FALSE;2013;FALSE;FALSE
LINHAC;;1054;5;15;FALSE;2014;FALSE;FALSE
LINHAC;;1102;5;15;FALSE;2015;FALSE;FALSE
LINHAC;;1179;5;20;FALSE;2016;FALSE;FALSE
LINHAC;;1289;5;20;FALSE;2017;FALSE;FALSE
LINHAC;;1142;5;20;FALSE;2018;FALSE;FALSE
LINHAC_O;;773;5;15;FALSE;2006;FALSE;FALSE
LINHAC_O;;850;5;20;FALSE;2007;FALSE;FALSE
LINHAC_O;;880;5;15;FALSE;2008;FALSE;FALSE
LINHAC_O;;990;5;15;FALSE;2009;FALSE;FALSE
LINHAC_O;;1003;5;15;FALSE;2010;FALSE;FALSE
LINHAC_O;;1024;5;20;FALSE;2011;FALSE;FALSE
LINHAC_O;;1039;5;20;FALSE;2012;FALSE;FALSE
LINHAC_O;;1052;5;15;FALSE;2013;FALSE;FALSE
LINHAC_O;;1067;4;15;FALSE;2014;FALSE;FALSE
LINHAC_O;NA;0;;;TRUE;2015;FALSE;FALSE
LINHAC_O;;1151;5;20;FALSE;2016;FALSE;FALSE
LINHAC_O;;1201;4;15;FALSE;2017;FALSE;FALSE
LINHAC_O;;1101;5;15;FALSE;2018;FALSE;FALSE
LINHAD;;524;5;20;FALSE;2006;FALSE;FALSE
LINHAD;;597;5;15;FALSE;2007;FALSE;FALSE
LINHAD;;594;5;20;FALSE;2008;FALSE;FALSE
LINHAD;;643;5;15;FALSE;2009;FALSE;FALSE
LINHAD;;646;5;15;FALSE;2010;FALSE;FALSE
LINHAD;;647;5;15;FALSE;2011;FALSE;FALSE
LINHAD;;695;5;19;FALSE;2012;FALSE;FALSE
LINHAD;;713;5;15;FALSE;2013;FALSE;FALSE
LINHAD;;705;5;15;FALSE;2014;FALSE;FALSE
LINHAD;;741;5;15;FALSE;2015;FALSE;FALSE
LINHAD;;815;5;15;FALSE;2016;FALSE;FALSE
LINHAD;;913;5;20;FALSE;2017;FALSE;FALSE
LINHAD;;794;5;20;FALSE;2018;FALSE;FALSE
LINHAD_O;;520;5;20;FALSE;2006;FALSE;FALSE
LINHAD_O;;593;5;15;FALSE;2007;FALSE;FALSE
LINHAD_O;;583;5;20;FALSE;2008;FALSE;FALSE
LINHAD_O;;638;5;15;FALSE;2009;FALSE;FALSE
LINHAD_O;;638;5;15;FALSE;2010;FALSE;FALSE
LINHAD_O;;647;5;15;FALSE;2011;FALSE;FALSE
LINHAD_O;;692;5;19;FALSE;2012;FALSE;FALSE
LINHAD_O;;708;5;15;FALSE;2013;FALSE;FALSE
LINHAD_O;;728;5;15;FALSE;2014;FALSE;FALSE
LINHAD_O;NA;0;;;TRUE;2015;FALSE;FALSE
LINHAD_O;;787;5;20;FALSE;2016;FALSE;FALSE
LINHAD_O;;852;5;20;FALSE;2017;FALSE;FALSE
LINHAD_O;;750;5;20;FALSE;2018;FALSE;FALSE
LINHAII;*, NA;1;1;1;FALSE;2006;FALSE;FALSE
LINHAII;;1400;5;25;FALSE;2007;FALSE;FALSE
LINHAII;;1318;5;25;FALSE;2008;FALSE;FALSE
LINHAII;;1204;5;25;FALSE;2009;FALSE;FALSE
LINHAII;;1137;5;30;FALSE;2010;FALSE;FALSE
LINHAII;;1316;5;30;FALSE;2011;FALSE;FALSE
LINHAII;;1387;5;20;FALSE;2012;FALSE;FALSE
LINHAII;;1527;5;25;FALSE;2013;FALSE;FALSE
LINHAII;;1558;5;20;FALSE;2014;FALSE;FALSE
LINHAII;;1739;5;20;FALSE;2015;FALSE;FALSE
LINHAII;;1903;5;30;FALSE;2016;FALSE;FALSE
LINHAII;;1984;5;30;FALSE;2017;FALSE;FALSE
LINHAII;;1832;5;25;FALSE;2018;FALSE;FALSE
LINHAII_O;;925;5;20;FALSE;2006;FALSE;FALSE
LINHAII_O;;1375;5;20;FALSE;2007;FALSE;FALSE
LINHAII_O;;1303;5;20;FALSE;2008;FALSE;FALSE
LINHAII_O;;1191;5;20;FALSE;2009;FALSE;FALSE
LINHAII_O;;1113;5;20;FALSE;2010;FALSE;FALSE
LINHAII_O;;1277;5;20;FALSE;2011;FALSE;FALSE
LINHAII_O;;1362;5;20;FALSE;2012;FALSE;FALSE
LINHAII_O;;1502;5;20;FALSE;2013;FALSE;FALSE
LINHAII_O;;1559;5;19;FALSE;2014;FALSE;FALSE
LINHAII_O;NA;0;;;TRUE;2015;FALSE;FALSE
LINHAII_O;;1891;5;20;FALSE;2016;FALSE;FALSE
LINHAII_O;;1967;5;20;FALSE;2017;FALSE;FALSE
LINHAII_O;;1811;5;20;FALSE;2018;FALSE;FALSE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2006;TRUE;TRUE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2007;FALSE;
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2008;FALSE;
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2009;FALSE;
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2010;FALSE;
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2011;FALSE;FALSE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2012;FALSE;FALSE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2013;FALSE;TRUE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2014;FALSE;FALSE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2015;FALSE;TRUE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2016;FALSE;FALSE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2017;FALSE;FALSE
LOCOCOR;1, 2, 3, 4, 5, 9;6;1;1;FALSE;2018;FALSE;
MEDICO;NA;0;;;TRUE;2006;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2007;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2008;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2009;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2010;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2011;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2012;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2013;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2014;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2015;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2016;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2017;FALSE;FALSE
MEDICO;NA;0;;;TRUE;2018;FALSE;FALSE
MORTEPARTO;NA;0;;;TRUE;2006;TRUE;TRUE
MORTEPARTO;NA;0;;;TRUE;2007;FALSE;
MORTEPARTO;NA;0;;;TRUE;2008;FALSE;
MORTEPARTO;2.0, 3.0, 9.0, NA;3;3;3;FALSE;2009;TRUE;
MORTEPARTO;1.0, 3.0, 9.0, NA;3;3;3;FALSE;2010;TRUE;
MORTEPARTO;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2011;TRUE;FALSE
MORTEPARTO;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2012;TRUE;FALSE
MORTEPARTO;1.0, 3.0, 9.0, NA;3;3;3;FALSE;2013;TRUE;TRUE
MORTEPARTO;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2014;TRUE;FALSE
MORTEPARTO;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2015;TRUE;TRUE
MORTEPARTO;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2016;TRUE;FALSE
MORTEPARTO;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2017;TRUE;FALSE
MORTEPARTO;1.0, 2.0, 3.0, 9.0, NA;4;3;3;FALSE;2018;TRUE;
MUNCADINV;NA;0;;;TRUE;2006;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2007;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2008;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2009;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2010;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2011;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2012;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2013;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2014;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2015;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2016;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2017;FALSE;FALSE
MUNCADINV;NA;0;;;TRUE;2018;FALSE;FALSE
NATURAL_;;33;4;5;FALSE;2006;FALSE;FALSE
NATURAL_;;33;3;5;FALSE;2007;FALSE;FALSE
NATURAL_;;39;3;5;FALSE;2008;FALSE;FALSE
NATURAL_;;34;3;5;FALSE;2009;FALSE;FALSE
NATURAL_;10.0, 125.0, 144.0, 186.0, 19.0, 190.0, 31.0, 74.0, 77.0, 800.0, 811.0, 813.0, 815.0, 82.0, 821.0, 823.0, 824.0, 825.0, 826.0, 827.0, 828.0, 829.0, 831.0, 832.0, 833.0, 835.0, 841.0, 843.0, 850.0, 853.0, NA;30;4;5;FALSE;2010;FALSE;FALSE
NATURAL_;104.0, 114.0, 125.0, 186.0, 190.0, 249.0, 8.0, 800.0, 825.0, 826.0, 827.0, 828.0, 832.0, 835.0, 87.0, 999.0, NA;16;3;5;FALSE;2011;FALSE;FALSE
NATURAL_;110.0, 125.0, 190.0, 225.0, 52.0, 77.0, 78.0, 8.0, 800.0, 826.0, 827.0, 828.0, 835.0, 99.0, NA;14;3;5;FALSE;2012;FALSE;FALSE
NATURAL_;119.0, 16.0, 190.0, 58.0, 800.0, 825.0, 826.0, 827.0, 828.0, 835.0, 87.0, 99.0, NA;12;4;5;FALSE;2013;FALSE;FALSE
NATURAL_;;36;3;5;FALSE;2014;FALSE;FALSE
NATURAL_;119.0, 125.0, 190.0, 33.0, 73.0, 800.0, 812.0, 815.0, 821.0, 822.0, 823.0, 824.0, 825.0, 826.0, 827.0, 828.0, 829.0, 831.0, 832.0, 833.0, 835.0, 841.0, 843.0, 850.0, 851.0, 852.0, 853.0, NA;27;4;5;FALSE;2015;FALSE;FALSE
NATURAL_;10.0, 190.0, 27.0, 8.0, 800.0, 812.0, 813.0, 815.0, 821.0, 822.0, 823.0, 824.0, 825.0, 826.0, 827.0, 828.0, 829.0, 831.0, 832.0, 833.0, 835.0, 841.0, 843.0, 850.0, 851.0, 852.0, 853.0, NA;27;3;5;FALSE;2016;FALSE;FALSE
NATURAL_;125.0, 127.0, 16.0, 186.0, 33.0, 77.0, 8.0, 800.0, 812.0, 813.0, 815.0, 821.0, 822.0, 823.0, 824.0, 825.0, 826.0, 827.0, 828.0, 829.0, 831.0, 832.0, 833.0, 835.0, 841.0, 843.0, 851.0, 852.0, 853.0, 86.0, NA;30;3;5;FALSE;2017;FALSE;FALSE
NATURAL_;;31;4;5;FALSE;2018;FALSE;FALSE
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2006;TRUE;TRUE
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2007;FALSE;
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2008;FALSE;
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2009;FALSE;
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2010;FALSE;
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2011;FALSE;
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2012;FALSE;FALSE
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2013;FALSE;TRUE
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2014;FALSE;FALSE
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2015;FALSE;TRUE
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2016;FALSE;FALSE
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2017;FALSE;
NECROPSIA;1.0, 2.0, 9.0, NA;3;3;3;FALSE;2018;FALSE;
NOME;NA;0;;;TRUE;2006;FALSE;FALSE
NOME;NA;0;;;TRUE;2007;FALSE;FALSE
NOME;NA;0;;;TRUE;2008;FALSE;FALSE
NOME;NA;0;;;TRUE;2009;FALSE;FALSE
NOME;NA;0;;;TRUE;2010;FALSE;FALSE
NOME;NA;0;;;TRUE;2011;FALSE;FALSE
NOME;NA;0;;;TRUE;2012;FALSE;FALSE
NOME;NA;0;;;TRUE;2013;FALSE;FALSE
NOME;NA;0;;;TRUE;2014;FALSE;FALSE
NOME;NA;0;;;TRUE;2015;FALSE;FALSE
NOME;NA;0;;;TRUE;2016;FALSE;FALSE
NOME;NA;0;;;TRUE;2017;FALSE;FALSE
NOME;NA;0;;;TRUE;2018;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2006;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2007;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2008;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2009;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2010;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2011;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2012;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2013;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2014;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2015;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2016;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2017;FALSE;FALSE
NOMEMAE;NA;0;;;TRUE;2018;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2006;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2007;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2008;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2009;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2010;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2011;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2012;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2013;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2014;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2015;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2016;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2017;FALSE;FALSE
NOMEPAI;NA;0;;;TRUE;2018;FALSE;FALSE
NPROC;2.0, 3.0, 4.0, 5.0, 6.0, NA;5;3;3;FALSE;2006;TRUE;TRUE
NPROC;2.0, 3.0, 4.0, 6.0, NA;4;3;3;FALSE;2007;TRUE;FALSE
NPROC;2.0, 3.0, 4.0, 5.0, 6.0, NA;5;3;3;FALSE;2008;TRUE;
NPROC;2.0, 3.0, 4.0, 5.0, 6.0, NA;5;3;3;FALSE;2009;TRUE;
NPROC;2.0, 3.0, 4.0, 5.0, 6.0, NA;5;3;3;FALSE;2010;TRUE;
NPROC;NA;0;;;TRUE;2011;FALSE;
NPROC;NA;0;;;TRUE;2012;FALSE;FALSE
NPROC;NA;0;;;TRUE;2013;FALSE;TRUE
NPROC;NA;0;;;TRUE;2014;FALSE;FALSE
NPROC;NA;0;;;TRUE;2015;FALSE;TRUE
NPROC;NA;0;;;TRUE;2016;FALSE;FALSE
NPROC;NA;0;;;TRUE;2017;FALSE;FALSE
NPROC;NA;0;;;TRUE;2018;FALSE;
NRESSELE;[02] - NÒo processado devido a regra causa externa., [03] - NÒo processado devido a regra de procedimento mÚdico., [04] - NÒo processado devido a regra causa paralisia, [04] - NÒo processado devido a regra causa paralisia[04] - NÒo process, [05] - NÒo executado devido a Regra F, [06] - NÒo executado devido ao codigo I663 nÒo poder ser CB. Tem a nec, [06] - NÒo executado devido ao codigo R69  nÒo poder ser CB. Tem a nec, NA;7;37;70;FALSE;2006;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2007;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2008;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2009;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2010;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2011;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2012;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2013;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2014;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2015;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2016;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2017;FALSE;FALSE
NRESSELE;NA;0;;;TRUE;2018;FALSE;FALSE
NUDIASINF;NA;0;;;TRUE;2006;FALSE;FALSE
NUDIASINF;NA;0;;;TRUE;2007;FALSE;FALSE
NUDIASINF;NA;0;;;TRUE;2008;FALSE;FALSE
NUDIASINF;NA;0;;;TRUE;2009;FALSE;FALSE
NUDIASINF;NA;0;;;TRUE;2010;FALSE;FALSE
NUDIASINF;NA;0;;;TRUE;2011;FALSE;FALSE
